Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,65167,-,-,-,37.44,-122.17,-8,23,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,Clearsky GHI
2022,1,1,0,0,0,0
2022,1,1,0,15,0,0
2022,1,1,0,30,0,0
2022,1,1,0,45,0,0
2022,1,1,1,0,0,0
2022,1,1,1,15,0,0
2022,1,1,1,30,0,0
2022,1,1,1,45,0,0
2022,1,1,2,0,0,0
2022,1,1,2,15,0,0
2022,1,1,2,30,0,0
2022,1,1,2,45,0,0
2022,1,1,3,0,0,0
2022,1,1,3,15,0,0
2022,1,1,3,30,0,0
2022,1,1,3,45,0,0
2022,1,1,4,0,0,0
2022,1,1,4,15,0,0
2022,1,1,4,30,0,0
2022,1,1,4,45,0,0
2022,1,1,5,0,0,0
2022,1,1,5,15,0,0
2022,1,1,5,30,0,0
2022,1,1,5,45,0,0
2022,1,1,6,0,0,0
2022,1,1,6,15,0,0
2022,1,1,6,30,0,0
2022,1,1,6,45,0,0
2022,1,1,7,0,0,0
2022,1,1,7,15,0,0
2022,1,1,7,30,0,0
2022,1,1,7,45,39,39
2022,1,1,8,0,54,74
2022,1,1,8,15,78,114
2022,1,1,8,30,155,155
2022,1,1,8,45,196,196
2022,1,1,9,0,237,237
2022,1,1,9,15,276,276
2022,1,1,9,30,313,313
2022,1,1,9,45,348,348
2022,1,1,10,0,381,381
2022,1,1,10,15,410,410
2022,1,1,10,30,437,437
2022,1,1,10,45,460,460
2022,1,1,11,0,480,480
2022,1,1,11,15,496,496
2022,1,1,11,30,509,509
2022,1,1,11,45,518,518
2022,1,1,12,0,523,523
2022,1,1,12,15,524,524
2022,1,1,12,30,521,521
2022,1,1,12,45,515,515
2022,1,1,13,0,505,505
2022,1,1,13,15,491,491
2022,1,1,13,30,474,474
2022,1,1,13,45,452,452
2022,1,1,14,0,428,428
2022,1,1,14,15,400,400
2022,1,1,14,30,370,370
2022,1,1,14,45,336,336
2022,1,1,15,0,300,300
2022,1,1,15,15,262,262
2022,1,1,15,30,222,222
2022,1,1,15,45,181,181
2022,1,1,16,0,140,140
2022,1,1,16,15,99,99
2022,1,1,16,30,61,61
2022,1,1,16,45,15,28
2022,1,1,17,0,0,0
2022,1,1,17,15,0,0
2022,1,1,17,30,0,0
2022,1,1,17,45,0,0
2022,1,1,18,0,0,0
2022,1,1,18,15,0,0
2022,1,1,18,30,0,0
2022,1,1,18,45,0,0
2022,1,1,19,0,0,0
2022,1,1,19,15,0,0
2022,1,1,19,30,0,0
2022,1,1,19,45,0,0
2022,1,1,20,0,0,0
2022,1,1,20,15,0,0
2022,1,1,20,30,0,0
2022,1,1,20,45,0,0
2022,1,1,21,0,0,0
2022,1,1,21,15,0,0
2022,1,1,21,30,0,0
2022,1,1,21,45,0,0
2022,1,1,22,0,0,0
2022,1,1,22,15,0,0
2022,1,1,22,30,0,0
2022,1,1,22,45,0,0
2022,1,1,23,0,0,0
2022,1,1,23,15,0,0
2022,1,1,23,30,0,0
2022,1,1,23,45,0,0
2022,1,2,0,0,0,0
2022,1,2,0,15,0,0
2022,1,2,0,30,0,0
2022,1,2,0,45,0,0
2022,1,2,1,0,0,0
2022,1,2,1,15,0,0
2022,1,2,1,30,0,0
2022,1,2,1,45,0,0
2022,1,2,2,0,0,0
2022,1,2,2,15,0,0
2022,1,2,2,30,0,0
2022,1,2,2,45,0,0
2022,1,2,3,0,0,0
2022,1,2,3,15,0,0
2022,1,2,3,30,0,0
2022,1,2,3,45,0,0
2022,1,2,4,0,0,0
2022,1,2,4,15,0,0
2022,1,2,4,30,0,0
2022,1,2,4,45,0,0
2022,1,2,5,0,0,0
2022,1,2,5,15,0,0
2022,1,2,5,30,0,0
2022,1,2,5,45,0,0
2022,1,2,6,0,0,0
2022,1,2,6,15,0,0
2022,1,2,6,30,0,0
2022,1,2,6,45,0,0
2022,1,2,7,0,0,0
2022,1,2,7,15,0,0
2022,1,2,7,30,0,0
2022,1,2,7,45,36,36
2022,1,2,8,0,69,69
2022,1,2,8,15,108,108
2022,1,2,8,30,148,148
2022,1,2,8,45,189,189
2022,1,2,9,0,229,229
2022,1,2,9,15,267,267
2022,1,2,9,30,304,304
2022,1,2,9,45,340,340
2022,1,2,10,0,372,372
2022,1,2,10,15,402,402
2022,1,2,10,30,429,429
2022,1,2,10,45,451,451
2022,1,2,11,0,471,471
2022,1,2,11,15,487,487
2022,1,2,11,30,500,500
2022,1,2,11,45,508,508
2022,1,2,12,0,511,511
2022,1,2,12,15,513,513
2022,1,2,12,30,510,510
2022,1,2,12,45,503,503
2022,1,2,13,0,493,493
2022,1,2,13,15,480,480
2022,1,2,13,30,462,462
2022,1,2,13,45,442,442
2022,1,2,14,0,418,418
2022,1,2,14,15,391,391
2022,1,2,14,30,361,361
2022,1,2,14,45,328,328
2022,1,2,15,0,293,293
2022,1,2,15,15,255,255
2022,1,2,15,30,216,216
2022,1,2,15,45,174,174
2022,1,2,16,0,134,134
2022,1,2,16,15,95,95
2022,1,2,16,30,38,58
2022,1,2,16,45,15,27
2022,1,2,17,0,0,0
2022,1,2,17,15,0,0
2022,1,2,17,30,0,0
2022,1,2,17,45,0,0
2022,1,2,18,0,0,0
2022,1,2,18,15,0,0
2022,1,2,18,30,0,0
2022,1,2,18,45,0,0
2022,1,2,19,0,0,0
2022,1,2,19,15,0,0
2022,1,2,19,30,0,0
2022,1,2,19,45,0,0
2022,1,2,20,0,0,0
2022,1,2,20,15,0,0
2022,1,2,20,30,0,0
2022,1,2,20,45,0,0
2022,1,2,21,0,0,0
2022,1,2,21,15,0,0
2022,1,2,21,30,0,0
2022,1,2,21,45,0,0
2022,1,2,22,0,0,0
2022,1,2,22,15,0,0
2022,1,2,22,30,0,0
2022,1,2,22,45,0,0
2022,1,2,23,0,0,0
2022,1,2,23,15,0,0
2022,1,2,23,30,0,0
2022,1,2,23,45,0,0
2022,1,3,0,0,0,0
2022,1,3,0,15,0,0
2022,1,3,0,30,0,0
2022,1,3,0,45,0,0
2022,1,3,1,0,0,0
2022,1,3,1,15,0,0
2022,1,3,1,30,0,0
2022,1,3,1,45,0,0
2022,1,3,2,0,0,0
2022,1,3,2,15,0,0
2022,1,3,2,30,0,0
2022,1,3,2,45,0,0
2022,1,3,3,0,0,0
2022,1,3,3,15,0,0
2022,1,3,3,30,0,0
2022,1,3,3,45,0,0
2022,1,3,4,0,0,0
2022,1,3,4,15,0,0
2022,1,3,4,30,0,0
2022,1,3,4,45,0,0
2022,1,3,5,0,0,0
2022,1,3,5,15,0,0
2022,1,3,5,30,0,0
2022,1,3,5,45,0,0
2022,1,3,6,0,0,0
2022,1,3,6,15,0,0
2022,1,3,6,30,0,0
2022,1,3,6,45,0,0
2022,1,3,7,0,0,0
2022,1,3,7,15,0,0
2022,1,3,7,30,0,0
2022,1,3,7,45,35,35
2022,1,3,8,0,68,68
2022,1,3,8,15,54,106
2022,1,3,8,30,86,145
2022,1,3,8,45,121,186
2022,1,3,9,0,81,225
2022,1,3,9,15,129,263
2022,1,3,9,30,188,299
2022,1,3,9,45,178,332
2022,1,3,10,0,126,364
2022,1,3,10,15,215,393
2022,1,3,10,30,227,419
2022,1,3,10,45,206,442
2022,1,3,11,0,216,462
2022,1,3,11,15,218,478
2022,1,3,11,30,211,489
2022,1,3,11,45,234,498
2022,1,3,12,0,197,503
2022,1,3,12,15,200,505
2022,1,3,12,30,257,502
2022,1,3,12,45,225,493
2022,1,3,13,0,177,484
2022,1,3,13,15,233,470
2022,1,3,13,30,273,453
2022,1,3,13,45,283,432
2022,1,3,14,0,279,407
2022,1,3,14,15,241,381
2022,1,3,14,30,175,351
2022,1,3,14,45,186,318
2022,1,3,15,0,104,284
2022,1,3,15,15,158,247
2022,1,3,15,30,108,209
2022,1,3,15,45,20,169
2022,1,3,16,0,23,129
2022,1,3,16,15,28,91
2022,1,3,16,30,17,56
2022,1,3,16,45,10,26
2022,1,3,17,0,0,0
2022,1,3,17,15,0,0
2022,1,3,17,30,0,0
2022,1,3,17,45,0,0
2022,1,3,18,0,0,0
2022,1,3,18,15,0,0
2022,1,3,18,30,0,0
2022,1,3,18,45,0,0
2022,1,3,19,0,0,0
2022,1,3,19,15,0,0
2022,1,3,19,30,0,0
2022,1,3,19,45,0,0
2022,1,3,20,0,0,0
2022,1,3,20,15,0,0
2022,1,3,20,30,0,0
2022,1,3,20,45,0,0
2022,1,3,21,0,0,0
2022,1,3,21,15,0,0
2022,1,3,21,30,0,0
2022,1,3,21,45,0,0
2022,1,3,22,0,0,0
2022,1,3,22,15,0,0
2022,1,3,22,30,0,0
2022,1,3,22,45,0,0
2022,1,3,23,0,0,0
2022,1,3,23,15,0,0
2022,1,3,23,30,0,0
2022,1,3,23,45,0,0
2022,1,4,0,0,0,0
2022,1,4,0,15,0,0
2022,1,4,0,30,0,0
2022,1,4,0,45,0,0
2022,1,4,1,0,0,0
2022,1,4,1,15,0,0
2022,1,4,1,30,0,0
2022,1,4,1,45,0,0
2022,1,4,2,0,0,0
2022,1,4,2,15,0,0
2022,1,4,2,30,0,0
2022,1,4,2,45,0,0
2022,1,4,3,0,0,0
2022,1,4,3,15,0,0
2022,1,4,3,30,0,0
2022,1,4,3,45,0,0
2022,1,4,4,0,0,0
2022,1,4,4,15,0,0
2022,1,4,4,30,0,0
2022,1,4,4,45,0,0
2022,1,4,5,0,0,0
2022,1,4,5,15,0,0
2022,1,4,5,30,0,0
2022,1,4,5,45,0,0
2022,1,4,6,0,0,0
2022,1,4,6,15,0,0
2022,1,4,6,30,0,0
2022,1,4,6,45,0,0
2022,1,4,7,0,0,0
2022,1,4,7,15,0,0
2022,1,4,7,30,0,0
2022,1,4,7,45,12,34
2022,1,4,8,0,23,66
2022,1,4,8,15,103,103
2022,1,4,8,30,74,142
2022,1,4,8,45,94,182
2022,1,4,9,0,88,221
2022,1,4,9,15,148,259
2022,1,4,9,30,109,294
2022,1,4,9,45,90,325
2022,1,4,10,0,158,357
2022,1,4,10,15,172,386
2022,1,4,10,30,410,410
2022,1,4,10,45,236,434
2022,1,4,11,0,147,453
2022,1,4,11,15,124,470
2022,1,4,11,30,112,481
2022,1,4,11,45,213,491
2022,1,4,12,0,72,496
2022,1,4,12,15,39,498
2022,1,4,12,30,163,495
2022,1,4,12,45,300,488
2022,1,4,13,0,233,479
2022,1,4,13,15,67,466
2022,1,4,13,30,188,449
2022,1,4,13,45,173,429
2022,1,4,14,0,59,406
2022,1,4,14,15,281,380
2022,1,4,14,30,226,351
2022,1,4,14,45,243,318
2022,1,4,15,0,284,284
2022,1,4,15,15,248,248
2022,1,4,15,30,210,210
2022,1,4,15,45,171,171
2022,1,4,16,0,132,132
2022,1,4,16,15,51,94
2022,1,4,16,30,32,59
2022,1,4,16,45,14,28
2022,1,4,17,0,0,0
2022,1,4,17,15,0,0
2022,1,4,17,30,0,0
2022,1,4,17,45,0,0
2022,1,4,18,0,0,0
2022,1,4,18,15,0,0
2022,1,4,18,30,0,0
2022,1,4,18,45,0,0
2022,1,4,19,0,0,0
2022,1,4,19,15,0,0
2022,1,4,19,30,0,0
2022,1,4,19,45,0,0
2022,1,4,20,0,0,0
2022,1,4,20,15,0,0
2022,1,4,20,30,0,0
2022,1,4,20,45,0,0
2022,1,4,21,0,0,0
2022,1,4,21,15,0,0
2022,1,4,21,30,0,0
2022,1,4,21,45,0,0
2022,1,4,22,0,0,0
2022,1,4,22,15,0,0
2022,1,4,22,30,0,0
2022,1,4,22,45,0,0
2022,1,4,23,0,0,0
2022,1,4,23,15,0,0
2022,1,4,23,30,0,0
2022,1,4,23,45,0,0
2022,1,5,0,0,0,0
2022,1,5,0,15,0,0
2022,1,5,0,30,0,0
2022,1,5,0,45,0,0
2022,1,5,1,0,0,0
2022,1,5,1,15,0,0
2022,1,5,1,30,0,0
2022,1,5,1,45,0,0
2022,1,5,2,0,0,0
2022,1,5,2,15,0,0
2022,1,5,2,30,0,0
2022,1,5,2,45,0,0
2022,1,5,3,0,0,0
2022,1,5,3,15,0,0
2022,1,5,3,30,0,0
2022,1,5,3,45,0,0
2022,1,5,4,0,0,0
2022,1,5,4,15,0,0
2022,1,5,4,30,0,0
2022,1,5,4,45,0,0
2022,1,5,5,0,0,0
2022,1,5,5,15,0,0
2022,1,5,5,30,0,0
2022,1,5,5,45,0,0
2022,1,5,6,0,0,0
2022,1,5,6,15,0,0
2022,1,5,6,30,0,0
2022,1,5,6,45,0,0
2022,1,5,7,0,0,0
2022,1,5,7,15,0,0
2022,1,5,7,30,0,0
2022,1,5,7,45,12,34
2022,1,5,8,0,67,67
2022,1,5,8,15,103,103
2022,1,5,8,30,143,143
2022,1,5,8,45,182,182
2022,1,5,9,0,221,221
2022,1,5,9,15,259,259
2022,1,5,9,30,294,294
2022,1,5,9,45,328,328
2022,1,5,10,0,359,359
2022,1,5,10,15,388,388
2022,1,5,10,30,414,414
2022,1,5,10,45,437,437
2022,1,5,11,0,457,457
2022,1,5,11,15,473,473
2022,1,5,11,30,486,486
2022,1,5,11,45,495,495
2022,1,5,12,0,500,500
2022,1,5,12,15,502,502
2022,1,5,12,30,500,500
2022,1,5,12,45,492,492
2022,1,5,13,0,483,483
2022,1,5,13,15,470,470
2022,1,5,13,30,453,453
2022,1,5,13,45,433,433
2022,1,5,14,0,410,410
2022,1,5,14,15,343,384
2022,1,5,14,30,291,355
2022,1,5,14,45,260,324
2022,1,5,15,0,289,289
2022,1,5,15,15,253,253
2022,1,5,15,30,158,215
2022,1,5,15,45,176,176
2022,1,5,16,0,137,137
2022,1,5,16,15,98,98
2022,1,5,16,30,36,62
2022,1,5,16,45,15,31
2022,1,5,17,0,0,0
2022,1,5,17,15,0,0
2022,1,5,17,30,0,0
2022,1,5,17,45,0,0
2022,1,5,18,0,0,0
2022,1,5,18,15,0,0
2022,1,5,18,30,0,0
2022,1,5,18,45,0,0
2022,1,5,19,0,0,0
2022,1,5,19,15,0,0
2022,1,5,19,30,0,0
2022,1,5,19,45,0,0
2022,1,5,20,0,0,0
2022,1,5,20,15,0,0
2022,1,5,20,30,0,0
2022,1,5,20,45,0,0
2022,1,5,21,0,0,0
2022,1,5,21,15,0,0
2022,1,5,21,30,0,0
2022,1,5,21,45,0,0
2022,1,5,22,0,0,0
2022,1,5,22,15,0,0
2022,1,5,22,30,0,0
2022,1,5,22,45,0,0
2022,1,5,23,0,0,0
2022,1,5,23,15,0,0
2022,1,5,23,30,0,0
2022,1,5,23,45,0,0
2022,1,6,0,0,0,0
2022,1,6,0,15,0,0
2022,1,6,0,30,0,0
2022,1,6,0,45,0,0
2022,1,6,1,0,0,0
2022,1,6,1,15,0,0
2022,1,6,1,30,0,0
2022,1,6,1,45,0,0
2022,1,6,2,0,0,0
2022,1,6,2,15,0,0
2022,1,6,2,30,0,0
2022,1,6,2,45,0,0
2022,1,6,3,0,0,0
2022,1,6,3,15,0,0
2022,1,6,3,30,0,0
2022,1,6,3,45,0,0
2022,1,6,4,0,0,0
2022,1,6,4,15,0,0
2022,1,6,4,30,0,0
2022,1,6,4,45,0,0
2022,1,6,5,0,0,0
2022,1,6,5,15,0,0
2022,1,6,5,30,0,0
2022,1,6,5,45,0,0
2022,1,6,6,0,0,0
2022,1,6,6,15,0,0
2022,1,6,6,30,0,0
2022,1,6,6,45,0,0
2022,1,6,7,0,0,0
2022,1,6,7,15,0,0
2022,1,6,7,30,0,0
2022,1,6,7,45,36,36
2022,1,6,8,0,29,69
2022,1,6,8,15,107,107
2022,1,6,8,30,147,147
2022,1,6,8,45,188,188
2022,1,6,9,0,228,228
2022,1,6,9,15,266,266
2022,1,6,9,30,303,303
2022,1,6,9,45,55,335
2022,1,6,10,0,77,368
2022,1,6,10,15,87,397
2022,1,6,10,30,101,425
2022,1,6,10,45,173,448
2022,1,6,11,0,143,468
2022,1,6,11,15,169,485
2022,1,6,11,30,150,498
2022,1,6,11,45,121,507
2022,1,6,12,0,135,513
2022,1,6,12,15,115,516
2022,1,6,12,30,126,515
2022,1,6,12,45,117,508
2022,1,6,13,0,117,499
2022,1,6,13,15,114,486
2022,1,6,13,30,113,469
2022,1,6,13,45,102,448
2022,1,6,14,0,96,425
2022,1,6,14,15,88,398
2022,1,6,14,30,67,370
2022,1,6,14,45,64,338
2022,1,6,15,0,303,303
2022,1,6,15,15,265,265
2022,1,6,15,30,227,227
2022,1,6,15,45,185,185
2022,1,6,16,0,145,145
2022,1,6,16,15,21,105
2022,1,6,16,30,67,67
2022,1,6,16,45,34,34
2022,1,6,17,0,0,0
2022,1,6,17,15,0,0
2022,1,6,17,30,0,0
2022,1,6,17,45,0,0
2022,1,6,18,0,0,0
2022,1,6,18,15,0,0
2022,1,6,18,30,0,0
2022,1,6,18,45,0,0
2022,1,6,19,0,0,0
2022,1,6,19,15,0,0
2022,1,6,19,30,0,0
2022,1,6,19,45,0,0
2022,1,6,20,0,0,0
2022,1,6,20,15,0,0
2022,1,6,20,30,0,0
2022,1,6,20,45,0,0
2022,1,6,21,0,0,0
2022,1,6,21,15,0,0
2022,1,6,21,30,0,0
2022,1,6,21,45,0,0
2022,1,6,22,0,0,0
2022,1,6,22,15,0,0
2022,1,6,22,30,0,0
2022,1,6,22,45,0,0
2022,1,6,23,0,0,0
2022,1,6,23,15,0,0
2022,1,6,23,30,0,0
2022,1,6,23,45,0,0
2022,1,7,0,0,0,0
2022,1,7,0,15,0,0
2022,1,7,0,30,0,0
2022,1,7,0,45,0,0
2022,1,7,1,0,0,0
2022,1,7,1,15,0,0
2022,1,7,1,30,0,0
2022,1,7,1,45,0,0
2022,1,7,2,0,0,0
2022,1,7,2,15,0,0
2022,1,7,2,30,0,0
2022,1,7,2,45,0,0
2022,1,7,3,0,0,0
2022,1,7,3,15,0,0
2022,1,7,3,30,0,0
2022,1,7,3,45,0,0
2022,1,7,4,0,0,0
2022,1,7,4,15,0,0
2022,1,7,4,30,0,0
2022,1,7,4,45,0,0
2022,1,7,5,0,0,0
2022,1,7,5,15,0,0
2022,1,7,5,30,0,0
2022,1,7,5,45,0,0
2022,1,7,6,0,0,0
2022,1,7,6,15,0,0
2022,1,7,6,30,0,0
2022,1,7,6,45,0,0
2022,1,7,7,0,0,0
2022,1,7,7,15,0,0
2022,1,7,7,30,0,0
2022,1,7,7,45,14,34
2022,1,7,8,0,16,66
2022,1,7,8,15,54,103
2022,1,7,8,30,11,142
2022,1,7,8,45,17,182
2022,1,7,9,0,63,221
2022,1,7,9,15,41,260
2022,1,7,9,30,36,296
2022,1,7,9,45,41,331
2022,1,7,10,0,38,363
2022,1,7,10,15,55,394
2022,1,7,10,30,81,420
2022,1,7,10,45,118,444
2022,1,7,11,0,170,466
2022,1,7,11,15,223,483
2022,1,7,11,30,275,497
2022,1,7,11,45,264,508
2022,1,7,12,0,253,516
2022,1,7,12,15,183,517
2022,1,7,12,30,112,516
2022,1,7,12,45,181,509
2022,1,7,13,0,190,500
2022,1,7,13,15,167,487
2022,1,7,13,30,188,470
2022,1,7,13,45,226,453
2022,1,7,14,0,230,430
2022,1,7,14,15,261,402
2022,1,7,14,30,180,373
2022,1,7,14,45,130,341
2022,1,7,15,0,95,306
2022,1,7,15,15,121,269
2022,1,7,15,30,133,230
2022,1,7,15,45,189,189
2022,1,7,16,0,148,148
2022,1,7,16,15,108,108
2022,1,7,16,30,70,70
2022,1,7,16,45,22,36
2022,1,7,17,0,0,0
2022,1,7,17,15,0,0
2022,1,7,17,30,0,0
2022,1,7,17,45,0,0
2022,1,7,18,0,0,0
2022,1,7,18,15,0,0
2022,1,7,18,30,0,0
2022,1,7,18,45,0,0
2022,1,7,19,0,0,0
2022,1,7,19,15,0,0
2022,1,7,19,30,0,0
2022,1,7,19,45,0,0
2022,1,7,20,0,0,0
2022,1,7,20,15,0,0
2022,1,7,20,30,0,0
2022,1,7,20,45,0,0
2022,1,7,21,0,0,0
2022,1,7,21,15,0,0
2022,1,7,21,30,0,0
2022,1,7,21,45,0,0
2022,1,7,22,0,0,0
2022,1,7,22,15,0,0
2022,1,7,22,30,0,0
2022,1,7,22,45,0,0
2022,1,7,23,0,0,0
2022,1,7,23,15,0,0
2022,1,7,23,30,0,0
2022,1,7,23,45,0,0
2022,1,8,0,0,0,0
2022,1,8,0,15,0,0
2022,1,8,0,30,0,0
2022,1,8,0,45,0,0
2022,1,8,1,0,0,0
2022,1,8,1,15,0,0
2022,1,8,1,30,0,0
2022,1,8,1,45,0,0
2022,1,8,2,0,0,0
2022,1,8,2,15,0,0
2022,1,8,2,30,0,0
2022,1,8,2,45,0,0
2022,1,8,3,0,0,0
2022,1,8,3,15,0,0
2022,1,8,3,30,0,0
2022,1,8,3,45,0,0
2022,1,8,4,0,0,0
2022,1,8,4,15,0,0
2022,1,8,4,30,0,0
2022,1,8,4,45,0,0
2022,1,8,5,0,0,0
2022,1,8,5,15,0,0
2022,1,8,5,30,0,0
2022,1,8,5,45,0,0
2022,1,8,6,0,0,0
2022,1,8,6,15,0,0
2022,1,8,6,30,0,0
2022,1,8,6,45,0,0
2022,1,8,7,0,0,0
2022,1,8,7,15,0,0
2022,1,8,7,30,0,0
2022,1,8,7,45,18,37
2022,1,8,8,0,73,73
2022,1,8,8,15,112,112
2022,1,8,8,30,154,154
2022,1,8,8,45,196,196
2022,1,8,9,0,237,237
2022,1,8,9,15,104,277
2022,1,8,9,30,77,315
2022,1,8,9,45,86,350
2022,1,8,10,0,102,383
2022,1,8,10,15,96,414
2022,1,8,10,30,131,441
2022,1,8,10,45,203,465
2022,1,8,11,0,243,486
2022,1,8,11,15,185,503
2022,1,8,11,30,141,516
2022,1,8,11,45,212,524
2022,1,8,12,0,191,530
2022,1,8,12,15,128,532
2022,1,8,12,30,184,530
2022,1,8,12,45,309,524
2022,1,8,13,0,238,515
2022,1,8,13,15,350,502
2022,1,8,13,30,234,485
2022,1,8,13,45,234,465
2022,1,8,14,0,299,441
2022,1,8,14,15,414,414
2022,1,8,14,30,384,384
2022,1,8,14,45,351,351
2022,1,8,15,0,315,315
2022,1,8,15,15,278,278
2022,1,8,15,30,238,238
2022,1,8,15,45,197,197
2022,1,8,16,0,156,156
2022,1,8,16,15,115,115
2022,1,8,16,30,76,76
2022,1,8,16,45,40,40
2022,1,8,17,0,0,0
2022,1,8,17,15,0,0
2022,1,8,17,30,0,0
2022,1,8,17,45,0,0
2022,1,8,18,0,0,0
2022,1,8,18,15,0,0
2022,1,8,18,30,0,0
2022,1,8,18,45,0,0
2022,1,8,19,0,0,0
2022,1,8,19,15,0,0
2022,1,8,19,30,0,0
2022,1,8,19,45,0,0
2022,1,8,20,0,0,0
2022,1,8,20,15,0,0
2022,1,8,20,30,0,0
2022,1,8,20,45,0,0
2022,1,8,21,0,0,0
2022,1,8,21,15,0,0
2022,1,8,21,30,0,0
2022,1,8,21,45,0,0
2022,1,8,22,0,0,0
2022,1,8,22,15,0,0
2022,1,8,22,30,0,0
2022,1,8,22,45,0,0
2022,1,8,23,0,0,0
2022,1,8,23,15,0,0
2022,1,8,23,30,0,0
2022,1,8,23,45,0,0
2022,1,9,0,0,0,0
2022,1,9,0,15,0,0
2022,1,9,0,30,0,0
2022,1,9,0,45,0,0
2022,1,9,1,0,0,0
2022,1,9,1,15,0,0
2022,1,9,1,30,0,0
2022,1,9,1,45,0,0
2022,1,9,2,0,0,0
2022,1,9,2,15,0,0
2022,1,9,2,30,0,0
2022,1,9,2,45,0,0
2022,1,9,3,0,0,0
2022,1,9,3,15,0,0
2022,1,9,3,30,0,0
2022,1,9,3,45,0,0
2022,1,9,4,0,0,0
2022,1,9,4,15,0,0
2022,1,9,4,30,0,0
2022,1,9,4,45,0,0
2022,1,9,5,0,0,0
2022,1,9,5,15,0,0
2022,1,9,5,30,0,0
2022,1,9,5,45,0,0
2022,1,9,6,0,0,0
2022,1,9,6,15,0,0
2022,1,9,6,30,0,0
2022,1,9,6,45,0,0
2022,1,9,7,0,0,0
2022,1,9,7,15,0,0
2022,1,9,7,30,0,0
2022,1,9,7,45,38,38
2022,1,9,8,0,73,73
2022,1,9,8,15,113,113
2022,1,9,8,30,155,155
2022,1,9,8,45,197,197
2022,1,9,9,0,237,237
2022,1,9,9,15,277,277
2022,1,9,9,30,315,315
2022,1,9,9,45,352,352
2022,1,9,10,0,385,385
2022,1,9,10,15,416,416
2022,1,9,10,30,443,443
2022,1,9,10,45,467,467
2022,1,9,11,0,488,488
2022,1,9,11,15,503,503
2022,1,9,11,30,517,517
2022,1,9,11,45,527,527
2022,1,9,12,0,533,533
2022,1,9,12,15,535,535
2022,1,9,12,30,533,533
2022,1,9,12,45,528,528
2022,1,9,13,0,519,519
2022,1,9,13,15,506,506
2022,1,9,13,30,489,489
2022,1,9,13,45,469,469
2022,1,9,14,0,445,445
2022,1,9,14,15,418,418
2022,1,9,14,30,388,388
2022,1,9,14,45,355,355
2022,1,9,15,0,319,319
2022,1,9,15,15,281,281
2022,1,9,15,30,242,242
2022,1,9,15,45,200,200
2022,1,9,16,0,159,159
2022,1,9,16,15,117,117
2022,1,9,16,30,77,77
2022,1,9,16,45,25,41
2022,1,9,17,0,7,14
2022,1,9,17,15,0,0
2022,1,9,17,30,0,0
2022,1,9,17,45,0,0
2022,1,9,18,0,0,0
2022,1,9,18,15,0,0
2022,1,9,18,30,0,0
2022,1,9,18,45,0,0
2022,1,9,19,0,0,0
2022,1,9,19,15,0,0
2022,1,9,19,30,0,0
2022,1,9,19,45,0,0
2022,1,9,20,0,0,0
2022,1,9,20,15,0,0
2022,1,9,20,30,0,0
2022,1,9,20,45,0,0
2022,1,9,21,0,0,0
2022,1,9,21,15,0,0
2022,1,9,21,30,0,0
2022,1,9,21,45,0,0
2022,1,9,22,0,0,0
2022,1,9,22,15,0,0
2022,1,9,22,30,0,0
2022,1,9,22,45,0,0
2022,1,9,23,0,0,0
2022,1,9,23,15,0,0
2022,1,9,23,30,0,0
2022,1,9,23,45,0,0
2022,1,10,0,0,0,0
2022,1,10,0,15,0,0
2022,1,10,0,30,0,0
2022,1,10,0,45,0,0
2022,1,10,1,0,0,0
2022,1,10,1,15,0,0
2022,1,10,1,30,0,0
2022,1,10,1,45,0,0
2022,1,10,2,0,0,0
2022,1,10,2,15,0,0
2022,1,10,2,30,0,0
2022,1,10,2,45,0,0
2022,1,10,3,0,0,0
2022,1,10,3,15,0,0
2022,1,10,3,30,0,0
2022,1,10,3,45,0,0
2022,1,10,4,0,0,0
2022,1,10,4,15,0,0
2022,1,10,4,30,0,0
2022,1,10,4,45,0,0
2022,1,10,5,0,0,0
2022,1,10,5,15,0,0
2022,1,10,5,30,0,0
2022,1,10,5,45,0,0
2022,1,10,6,0,0,0
2022,1,10,6,15,0,0
2022,1,10,6,30,0,0
2022,1,10,6,45,0,0
