Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,65167,-,-,-,37.44,-122.17,-8,23,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,Clearsky GHI
2022,2,22,22,15,0,0
2022,2,22,22,30,0,0
2022,2,22,22,45,0,0
2022,2,22,23,0,0,0
2022,2,22,23,15,0,0
2022,2,22,23,30,0,0
2022,2,22,23,45,0,0
2022,2,23,0,0,0,0
2022,2,23,0,15,0,0
2022,2,23,0,30,0,0
2022,2,23,0,45,0,0
2022,2,23,1,0,0,0
2022,2,23,1,15,0,0
2022,2,23,1,30,0,0
2022,2,23,1,45,0,0
2022,2,23,2,0,0,0
2022,2,23,2,15,0,0
2022,2,23,2,30,0,0
2022,2,23,2,45,0,0
2022,2,23,3,0,0,0
2022,2,23,3,15,0,0
2022,2,23,3,30,0,0
2022,2,23,3,45,0,0
2022,2,23,4,0,0,0
2022,2,23,4,15,0,0
2022,2,23,4,30,0,0
2022,2,23,4,45,0,0
2022,2,23,5,0,0,0
2022,2,23,5,15,0,0
2022,2,23,5,30,0,0
2022,2,23,5,45,0,0
2022,2,23,6,0,0,0
2022,2,23,6,15,0,0
2022,2,23,6,30,0,0
2022,2,23,6,45,0,0
2022,2,23,7,0,11,22
2022,2,23,7,15,36,59
2022,2,23,7,30,103,103
2022,2,23,7,45,153,153
2022,2,23,8,0,204,204
2022,2,23,8,15,256,256
2022,2,23,8,30,307,307
2022,2,23,8,45,357,357
2022,2,23,9,0,406,406
2022,2,23,9,15,452,452
2022,2,23,9,30,497,497
2022,2,23,9,45,537,537
2022,2,23,10,0,576,576
2022,2,23,10,15,611,611
2022,2,23,10,30,643,643
2022,2,23,10,45,671,671
2022,2,23,11,0,696,696
2022,2,23,11,15,717,717
2022,2,23,11,30,733,733
2022,2,23,11,45,746,746
2022,2,23,12,0,754,754
2022,2,23,12,15,758,758
2022,2,23,12,30,758,758
2022,2,23,12,45,754,754
2022,2,23,13,0,745,745
2022,2,23,13,15,732,732
2022,2,23,13,30,716,716
2022,2,23,13,45,695,695
2022,2,23,14,0,670,670
2022,2,23,14,15,641,641
2022,2,23,14,30,609,609
2022,2,23,14,45,573,573
2022,2,23,15,0,535,535
2022,2,23,15,15,493,493
2022,2,23,15,30,449,449
2022,2,23,15,45,402,402
2022,2,23,16,0,353,353
2022,2,23,16,15,303,303
2022,2,23,16,30,252,252
2022,2,23,16,45,201,201
2022,2,23,17,0,150,150
2022,2,23,17,15,101,101
2022,2,23,17,30,35,56
2022,2,23,17,45,10,20
2022,2,23,18,0,0,0
2022,2,23,18,15,0,0
2022,2,23,18,30,0,0
2022,2,23,18,45,0,0
2022,2,23,19,0,0,0
2022,2,23,19,15,0,0
2022,2,23,19,30,0,0
2022,2,23,19,45,0,0
2022,2,23,20,0,0,0
2022,2,23,20,15,0,0
2022,2,23,20,30,0,0
2022,2,23,20,45,0,0
2022,2,23,21,0,0,0
2022,2,23,21,15,0,0
2022,2,23,21,30,0,0
2022,2,23,21,45,0,0
2022,2,23,22,0,0,0
2022,2,23,22,15,0,0
2022,2,23,22,30,0,0
2022,2,23,22,45,0,0
2022,2,23,23,0,0,0
2022,2,23,23,15,0,0
2022,2,23,23,30,0,0
2022,2,23,23,45,0,0
2022,2,24,0,0,0,0
2022,2,24,0,15,0,0
2022,2,24,0,30,0,0
2022,2,24,0,45,0,0
2022,2,24,1,0,0,0
2022,2,24,1,15,0,0
2022,2,24,1,30,0,0
2022,2,24,1,45,0,0
2022,2,24,2,0,0,0
2022,2,24,2,15,0,0
2022,2,24,2,30,0,0
2022,2,24,2,45,0,0
2022,2,24,3,0,0,0
2022,2,24,3,15,0,0
2022,2,24,3,30,0,0
2022,2,24,3,45,0,0
2022,2,24,4,0,0,0
2022,2,24,4,15,0,0
2022,2,24,4,30,0,0
2022,2,24,4,45,0,0
2022,2,24,5,0,0,0
2022,2,24,5,15,0,0
2022,2,24,5,30,0,0
2022,2,24,5,45,0,0
2022,2,24,6,0,0,0
2022,2,24,6,15,0,0
2022,2,24,6,30,0,0
2022,2,24,6,45,0,0
2022,2,24,7,0,12,25
2022,2,24,7,15,38,61
2022,2,24,7,30,106,106
2022,2,24,7,45,155,155
2022,2,24,8,0,206,206
2022,2,24,8,15,257,257
2022,2,24,8,30,307,307
2022,2,24,8,45,357,357
2022,2,24,9,0,405,405
2022,2,24,9,15,449,449
2022,2,24,9,30,492,492
2022,2,24,9,45,533,533
2022,2,24,10,0,571,571
2022,2,24,10,15,606,606
2022,2,24,10,30,638,638
2022,2,24,10,45,666,666
2022,2,24,11,0,690,690
2022,2,24,11,15,710,710
2022,2,24,11,30,727,727
2022,2,24,11,45,736,736
2022,2,24,12,0,744,744
2022,2,24,12,15,748,748
2022,2,24,12,30,748,748
2022,2,24,12,45,744,744
2022,2,24,13,0,735,735
2022,2,24,13,15,723,723
2022,2,24,13,30,706,706
2022,2,24,13,45,685,685
2022,2,24,14,0,661,661
2022,2,24,14,15,633,633
2022,2,24,14,30,601,601
2022,2,24,14,45,566,566
2022,2,24,15,0,528,528
2022,2,24,15,15,486,486
2022,2,24,15,30,443,443
2022,2,24,15,45,396,396
2022,2,24,16,0,348,348
2022,2,24,16,15,274,299
2022,2,24,16,30,249,249
2022,2,24,16,45,171,198
2022,2,24,17,0,148,148
2022,2,24,17,15,100,100
2022,2,24,17,30,43,56
2022,2,24,17,45,15,21
2022,2,24,18,0,0,0
2022,2,24,18,15,0,0
2022,2,24,18,30,0,0
2022,2,24,18,45,0,0
2022,2,24,19,0,0,0
2022,2,24,19,15,0,0
2022,2,24,19,30,0,0
2022,2,24,19,45,0,0
2022,2,24,20,0,0,0
2022,2,24,20,15,0,0
2022,2,24,20,30,0,0
2022,2,24,20,45,0,0
2022,2,24,21,0,0,0
2022,2,24,21,15,0,0
2022,2,24,21,30,0,0
2022,2,24,21,45,0,0
2022,2,24,22,0,0,0
2022,2,24,22,15,0,0
2022,2,24,22,30,0,0
2022,2,24,22,45,0,0
2022,2,24,23,0,0,0
2022,2,24,23,15,0,0
2022,2,24,23,30,0,0
2022,2,24,23,45,0,0
2022,2,25,0,0,0,0
2022,2,25,0,15,0,0
2022,2,25,0,30,0,0
2022,2,25,0,45,0,0
2022,2,25,1,0,0,0
2022,2,25,1,15,0,0
2022,2,25,1,30,0,0
2022,2,25,1,45,0,0
2022,2,25,2,0,0,0
2022,2,25,2,15,0,0
2022,2,25,2,30,0,0
2022,2,25,2,45,0,0
2022,2,25,3,0,0,0
2022,2,25,3,15,0,0
2022,2,25,3,30,0,0
2022,2,25,3,45,0,0
2022,2,25,4,0,0,0
2022,2,25,4,15,0,0
2022,2,25,4,30,0,0
2022,2,25,4,45,0,0
2022,2,25,5,0,0,0
2022,2,25,5,15,0,0
2022,2,25,5,30,0,0
2022,2,25,5,45,0,0
2022,2,25,6,0,0,0
2022,2,25,6,15,0,0
2022,2,25,6,30,0,0
2022,2,25,6,45,0,0
2022,2,25,7,0,15,27
2022,2,25,7,15,65,65
2022,2,25,7,30,111,111
2022,2,25,7,45,161,161
2022,2,25,8,0,212,212
2022,2,25,8,15,264,264
2022,2,25,8,30,315,315
2022,2,25,8,45,366,366
2022,2,25,9,0,411,411
2022,2,25,9,15,458,458
2022,2,25,9,30,502,502
2022,2,25,9,45,544,544
2022,2,25,10,0,582,582
2022,2,25,10,15,617,617
2022,2,25,10,30,649,649
2022,2,25,10,45,677,677
2022,2,25,11,0,702,702
2022,2,25,11,15,722,722
2022,2,25,11,30,739,739
2022,2,25,11,45,751,751
2022,2,25,12,0,759,759
2022,2,25,12,15,764,764
2022,2,25,12,30,759,759
2022,2,25,12,45,753,753
2022,2,25,13,0,745,745
2022,2,25,13,15,732,732
2022,2,25,13,30,715,715
2022,2,25,13,45,694,694
2022,2,25,14,0,669,669
2022,2,25,14,15,641,641
2022,2,25,14,30,609,609
2022,2,25,14,45,573,573
2022,2,25,15,0,535,535
2022,2,25,15,15,494,494
2022,2,25,15,30,450,450
2022,2,25,15,45,403,403
2022,2,25,16,0,355,355
2022,2,25,16,15,305,305
2022,2,25,16,30,255,255
2022,2,25,16,45,203,203
2022,2,25,17,0,153,153
2022,2,25,17,15,104,104
2022,2,25,17,30,60,60
2022,2,25,17,45,23,23
2022,2,25,18,0,0,0
2022,2,25,18,15,0,0
2022,2,25,18,30,0,0
2022,2,25,18,45,0,0
2022,2,25,19,0,0,0
2022,2,25,19,15,0,0
2022,2,25,19,30,0,0
2022,2,25,19,45,0,0
2022,2,25,20,0,0,0
2022,2,25,20,15,0,0
2022,2,25,20,30,0,0
2022,2,25,20,45,0,0
2022,2,25,21,0,0,0
2022,2,25,21,15,0,0
2022,2,25,21,30,0,0
2022,2,25,21,45,0,0
2022,2,25,22,0,0,0
2022,2,25,22,15,0,0
2022,2,25,22,30,0,0
2022,2,25,22,45,0,0
2022,2,25,23,0,0,0
2022,2,25,23,15,0,0
2022,2,25,23,30,0,0
2022,2,25,23,45,0,0
2022,2,26,0,0,0,0
2022,2,26,0,15,0,0
2022,2,26,0,30,0,0
2022,2,26,0,45,0,0
2022,2,26,1,0,0,0
2022,2,26,1,15,0,0
2022,2,26,1,30,0,0
2022,2,26,1,45,0,0
2022,2,26,2,0,0,0
2022,2,26,2,15,0,0
2022,2,26,2,30,0,0
2022,2,26,2,45,0,0
2022,2,26,3,0,0,0
2022,2,26,3,15,0,0
2022,2,26,3,30,0,0
2022,2,26,3,45,0,0
2022,2,26,4,0,0,0
2022,2,26,4,15,0,0
2022,2,26,4,30,0,0
2022,2,26,4,45,0,0
2022,2,26,5,0,0,0
2022,2,26,5,15,0,0
2022,2,26,5,30,0,0
2022,2,26,5,45,0,0
2022,2,26,6,0,0,0
2022,2,26,6,15,0,0
2022,2,26,6,30,0,0
2022,2,26,6,45,0,0
2022,2,26,7,0,19,28
2022,2,26,7,15,39,65
2022,2,26,7,30,44,110
2022,2,26,7,45,83,158
2022,2,26,8,0,122,209
2022,2,26,8,15,149,260
2022,2,26,8,30,149,311
2022,2,26,8,45,128,361
2022,2,26,9,0,297,406
2022,2,26,9,15,258,452
2022,2,26,9,30,304,496
2022,2,26,9,45,337,537
2022,2,26,10,0,233,576
2022,2,26,10,15,201,610
2022,2,26,10,30,253,642
2022,2,26,10,45,329,666
2022,2,26,11,0,544,690
2022,2,26,11,15,501,711
2022,2,26,11,30,539,727
2022,2,26,11,45,600,739
2022,2,26,12,0,615,744
2022,2,26,12,15,587,748
2022,2,26,12,30,566,748
2022,2,26,12,45,447,745
2022,2,26,13,0,671,737
2022,2,26,13,15,692,724
2022,2,26,13,30,707,707
2022,2,26,13,45,654,684
2022,2,26,14,0,392,660
2022,2,26,14,15,444,632
2022,2,26,14,30,410,600
2022,2,26,14,45,247,565
2022,2,26,15,0,199,527
2022,2,26,15,15,116,487
2022,2,26,15,30,107,443
2022,2,26,15,45,136,394
2022,2,26,16,0,154,347
2022,2,26,16,15,125,298
2022,2,26,16,30,83,248
2022,2,26,16,45,43,197
2022,2,26,17,0,116,148
2022,2,26,17,15,43,100
2022,2,26,17,30,28,58
2022,2,26,17,45,13,23
2022,2,26,18,0,0,0
2022,2,26,18,15,0,0
2022,2,26,18,30,0,0
2022,2,26,18,45,0,0
2022,2,26,19,0,0,0
2022,2,26,19,15,0,0
2022,2,26,19,30,0,0
2022,2,26,19,45,0,0
2022,2,26,20,0,0,0
2022,2,26,20,15,0,0
2022,2,26,20,30,0,0
2022,2,26,20,45,0,0
2022,2,26,21,0,0,0
2022,2,26,21,15,0,0
2022,2,26,21,30,0,0
2022,2,26,21,45,0,0
2022,2,26,22,0,0,0
2022,2,26,22,15,0,0
2022,2,26,22,30,0,0
2022,2,26,22,45,0,0
2022,2,26,23,0,0,0
2022,2,26,23,15,0,0
2022,2,26,23,30,0,0
2022,2,26,23,45,0,0
2022,2,27,0,0,0,0
2022,2,27,0,15,0,0
2022,2,27,0,30,0,0
2022,2,27,0,45,0,0
2022,2,27,1,0,0,0
2022,2,27,1,15,0,0
2022,2,27,1,30,0,0
2022,2,27,1,45,0,0
2022,2,27,2,0,0,0
2022,2,27,2,15,0,0
2022,2,27,2,30,0,0
2022,2,27,2,45,0,0
2022,2,27,3,0,0,0
2022,2,27,3,15,0,0
2022,2,27,3,30,0,0
2022,2,27,3,45,0,0
2022,2,27,4,0,0,0
2022,2,27,4,15,0,0
2022,2,27,4,30,0,0
2022,2,27,4,45,0,0
2022,2,27,5,0,0,0
2022,2,27,5,15,0,0
2022,2,27,5,30,0,0
2022,2,27,5,45,0,0
2022,2,27,6,0,0,0
2022,2,27,6,15,0,0
2022,2,27,6,30,0,0
2022,2,27,6,45,0,0
2022,2,27,7,0,18,29
2022,2,27,7,15,66,66
2022,2,27,7,30,111,111
2022,2,27,7,45,159,159
2022,2,27,8,0,209,209
2022,2,27,8,15,259,259
2022,2,27,8,30,309,309
2022,2,27,8,45,359,359
2022,2,27,9,0,406,406
2022,2,27,9,15,452,452
2022,2,27,9,30,495,495
2022,2,27,9,45,538,538
2022,2,27,10,0,576,576
2022,2,27,10,15,610,610
2022,2,27,10,30,639,639
2022,2,27,10,45,667,667
2022,2,27,11,0,691,691
2022,2,27,11,15,711,711
2022,2,27,11,30,727,727
2022,2,27,11,45,739,739
2022,2,27,12,0,747,747
2022,2,27,12,15,751,751
2022,2,27,12,30,751,751
2022,2,27,12,45,747,747
2022,2,27,13,0,738,738
2022,2,27,13,15,726,726
2022,2,27,13,30,709,709
2022,2,27,13,45,689,689
2022,2,27,14,0,664,664
2022,2,27,14,15,636,636
2022,2,27,14,30,604,604
2022,2,27,14,45,570,570
2022,2,27,15,0,532,532
2022,2,27,15,15,491,491
2022,2,27,15,30,447,447
2022,2,27,15,45,401,401
2022,2,27,16,0,354,354
2022,2,27,16,15,305,305
2022,2,27,16,30,255,255
2022,2,27,16,45,204,204
2022,2,27,17,0,154,154
2022,2,27,17,15,106,106
2022,2,27,17,30,63,63
2022,2,27,17,45,26,26
2022,2,27,18,0,0,0
2022,2,27,18,15,0,0
2022,2,27,18,30,0,0
2022,2,27,18,45,0,0
2022,2,27,19,0,0,0
2022,2,27,19,15,0,0
2022,2,27,19,30,0,0
2022,2,27,19,45,0,0
2022,2,27,20,0,0,0
2022,2,27,20,15,0,0
2022,2,27,20,30,0,0
2022,2,27,20,45,0,0
2022,2,27,21,0,0,0
2022,2,27,21,15,0,0
2022,2,27,21,30,0,0
2022,2,27,21,45,0,0
2022,2,27,22,0,0,0
2022,2,27,22,15,0,0
2022,2,27,22,30,0,0
2022,2,27,22,45,0,0
2022,2,27,23,0,0,0
2022,2,27,23,15,0,0
2022,2,27,23,30,0,0
2022,2,27,23,45,0,0
2022,2,28,0,0,0,0
2022,2,28,0,15,0,0
2022,2,28,0,30,0,0
2022,2,28,0,45,0,0
2022,2,28,1,0,0,0
2022,2,28,1,15,0,0
2022,2,28,1,30,0,0
2022,2,28,1,45,0,0
2022,2,28,2,0,0,0
2022,2,28,2,15,0,0
2022,2,28,2,30,0,0
2022,2,28,2,45,0,0
2022,2,28,3,0,0,0
2022,2,28,3,15,0,0
2022,2,28,3,30,0,0
2022,2,28,3,45,0,0
2022,2,28,4,0,0,0
2022,2,28,4,15,0,0
2022,2,28,4,30,0,0
2022,2,28,4,45,0,0
2022,2,28,5,0,0,0
2022,2,28,5,15,0,0
2022,2,28,5,30,0,0
2022,2,28,5,45,0,0
2022,2,28,6,0,0,0
2022,2,28,6,15,0,0
2022,2,28,6,30,0,0
2022,2,28,6,45,0,0
2022,2,28,7,0,35,35
2022,2,28,7,15,74,74
2022,2,28,7,30,120,120
2022,2,28,7,45,170,170
2022,2,28,8,0,220,220
2022,2,28,8,15,270,270
2022,2,28,8,30,321,321
2022,2,28,8,45,370,370
2022,2,28,9,0,418,418
2022,2,28,9,15,464,464
2022,2,28,9,30,507,507
2022,2,28,9,45,548,548
2022,2,28,10,0,586,586
2022,2,28,10,15,620,620
2022,2,28,10,30,651,651
2022,2,28,10,45,679,679
2022,2,28,11,0,703,703
2022,2,28,11,15,724,724
2022,2,28,11,30,740,740
2022,2,28,11,45,752,752
2022,2,28,12,0,760,760
2022,2,28,12,15,764,764
2022,2,28,12,30,763,763
2022,2,28,12,45,759,759
2022,2,28,13,0,751,751
2022,2,28,13,15,738,738
2022,2,28,13,30,721,721
2022,2,28,13,45,700,700
2022,2,28,14,0,676,676
2022,2,28,14,15,648,648
2022,2,28,14,30,616,616
2022,2,28,14,45,580,580
2022,2,28,15,0,542,542
2022,2,28,15,15,501,501
2022,2,28,15,30,457,457
2022,2,28,15,45,385,411
2022,2,28,16,0,320,363
2022,2,28,16,15,276,314
2022,2,28,16,30,245,263
2022,2,28,16,45,212,212
2022,2,28,17,0,162,162
2022,2,28,17,15,113,113
2022,2,28,17,30,68,68
2022,2,28,17,45,30,30
2022,2,28,18,0,0,0
2022,2,28,18,15,0,0
2022,2,28,18,30,0,0
2022,2,28,18,45,0,0
2022,2,28,19,0,0,0
2022,2,28,19,15,0,0
2022,2,28,19,30,0,0
2022,2,28,19,45,0,0
2022,2,28,20,0,0,0
2022,2,28,20,15,0,0
2022,2,28,20,30,0,0
2022,2,28,20,45,0,0
2022,2,28,21,0,0,0
2022,2,28,21,15,0,0
2022,2,28,21,30,0,0
2022,2,28,21,45,0,0
2022,2,28,22,0,0,0
2022,2,28,22,15,0,0
2022,2,28,22,30,0,0
2022,2,28,22,45,0,0
2022,2,28,23,0,0,0
2022,2,28,23,15,0,0
2022,2,28,23,30,0,0
2022,2,28,23,45,0,0
2022,3,1,0,0,0,0
2022,3,1,0,15,0,0
2022,3,1,0,30,0,0
2022,3,1,0,45,0,0
2022,3,1,1,0,0,0
2022,3,1,1,15,0,0
2022,3,1,1,30,0,0
2022,3,1,1,45,0,0
2022,3,1,2,0,0,0
2022,3,1,2,15,0,0
2022,3,1,2,30,0,0
2022,3,1,2,45,0,0
2022,3,1,3,0,0,0
2022,3,1,3,15,0,0
2022,3,1,3,30,0,0
2022,3,1,3,45,0,0
2022,3,1,4,0,0,0
2022,3,1,4,15,0,0
2022,3,1,4,30,0,0
2022,3,1,4,45,0,0
2022,3,1,5,0,0,0
2022,3,1,5,15,0,0
2022,3,1,5,30,0,0
2022,3,1,5,45,0,0
2022,3,1,6,0,0,0
2022,3,1,6,15,0,0
2022,3,1,6,30,0,0
2022,3,1,6,45,0,0
2022,3,1,7,0,20,36
2022,3,1,7,15,75,75
2022,3,1,7,30,120,120
2022,3,1,7,45,169,169
2022,3,1,8,0,219,219
2022,3,1,8,15,269,269
2022,3,1,8,30,319,319
2022,3,1,8,45,368,368
2022,3,1,9,0,415,415
2022,3,1,9,15,460,460
2022,3,1,9,30,503,503
2022,3,1,9,45,542,542
2022,3,1,10,0,455,579
2022,3,1,10,15,614,614
2022,3,1,10,30,645,645
2022,3,1,10,45,567,672
2022,3,1,11,0,601,696
2022,3,1,11,15,593,716
2022,3,1,11,30,633,732
2022,3,1,11,45,601,743
2022,3,1,12,0,542,751
2022,3,1,12,15,755,755
2022,3,1,12,30,720,754
2022,3,1,12,45,592,752
2022,3,1,13,0,701,743
2022,3,1,13,15,250,730
2022,3,1,13,30,545,714
2022,3,1,13,45,399,696
2022,3,1,14,0,671,671
2022,3,1,14,15,643,643
2022,3,1,14,30,456,611
2022,3,1,14,45,538,577
2022,3,1,15,0,539,539
2022,3,1,15,15,498,498
2022,3,1,15,30,454,454
2022,3,1,15,45,409,409
2022,3,1,16,0,361,361
2022,3,1,16,15,312,312
2022,3,1,16,30,262,262
2022,3,1,16,45,212,212
2022,3,1,17,0,162,162
2022,3,1,17,15,113,113
2022,3,1,17,30,56,69
2022,3,1,17,45,25,31
2022,3,1,18,0,0,0
2022,3,1,18,15,0,0
2022,3,1,18,30,0,0
2022,3,1,18,45,0,0
2022,3,1,19,0,0,0
2022,3,1,19,15,0,0
2022,3,1,19,30,0,0
2022,3,1,19,45,0,0
2022,3,1,20,0,0,0
2022,3,1,20,15,0,0
2022,3,1,20,30,0,0
2022,3,1,20,45,0,0
2022,3,1,21,0,0,0
2022,3,1,21,15,0,0
2022,3,1,21,30,0,0
2022,3,1,21,45,0,0
2022,3,1,22,0,0,0
2022,3,1,22,15,0,0
2022,3,1,22,30,0,0
2022,3,1,22,45,0,0
2022,3,1,23,0,0,0
2022,3,1,23,15,0,0
2022,3,1,23,30,0,0
2022,3,1,23,45,0,0
2022,3,2,0,0,0,0
2022,3,2,0,15,0,0
2022,3,2,0,30,0,0
2022,3,2,0,45,0,0
2022,3,2,1,0,0,0
2022,3,2,1,15,0,0
2022,3,2,1,30,0,0
2022,3,2,1,45,0,0
2022,3,2,2,0,0,0
2022,3,2,2,15,0,0
2022,3,2,2,30,0,0
2022,3,2,2,45,0,0
2022,3,2,3,0,0,0
2022,3,2,3,15,0,0
2022,3,2,3,30,0,0
2022,3,2,3,45,0,0
2022,3,2,4,0,0,0
2022,3,2,4,15,0,0
2022,3,2,4,30,0,0
2022,3,2,4,45,0,0
2022,3,2,5,0,0,0
2022,3,2,5,15,0,0
2022,3,2,5,30,0,0
2022,3,2,5,45,0,0
2022,3,2,6,0,0,0
2022,3,2,6,15,0,0
2022,3,2,6,30,0,0
2022,3,2,6,45,0,0
2022,3,2,7,0,24,40
2022,3,2,7,15,30,81
2022,3,2,7,30,77,127
2022,3,2,7,45,82,177
2022,3,2,8,0,157,227
2022,3,2,8,15,190,278
2022,3,2,8,30,236,328
2022,3,2,8,45,272,378
2022,3,2,9,0,334,425
2022,3,2,9,15,350,471
2022,3,2,9,30,442,514
2022,3,2,9,45,430,551
2022,3,2,10,0,463,589
2022,3,2,10,15,494,623
2022,3,2,10,30,553,654
2022,3,2,10,45,682,682
2022,3,2,11,0,706,706
2022,3,2,11,15,690,726
2022,3,2,11,30,742,742
2022,3,2,11,45,709,754
2022,3,2,12,0,716,762
2022,3,2,12,15,726,766
2022,3,2,12,30,766,766
2022,3,2,12,45,719,764
2022,3,2,13,0,755,755
2022,3,2,13,15,742,742
2022,3,2,13,30,686,725
2022,3,2,13,45,704,704
2022,3,2,14,0,640,679
2022,3,2,14,15,616,651
2022,3,2,14,30,584,619
2022,3,2,14,45,584,584
2022,3,2,15,0,545,545
2022,3,2,15,15,475,504
2022,3,2,15,30,461,461
2022,3,2,15,45,378,416
2022,3,2,16,0,368,368
2022,3,2,16,15,288,319
2022,3,2,16,30,227,268
2022,3,2,16,45,190,217
2022,3,2,17,0,132,166
2022,3,2,17,15,95,117
2022,3,2,17,30,55,72
2022,3,2,17,45,26,33
2022,3,2,18,0,0,0
2022,3,2,18,15,0,0
2022,3,2,18,30,0,0
2022,3,2,18,45,0,0
2022,3,2,19,0,0,0
2022,3,2,19,15,0,0
2022,3,2,19,30,0,0
2022,3,2,19,45,0,0
2022,3,2,20,0,0,0
2022,3,2,20,15,0,0
2022,3,2,20,30,0,0
2022,3,2,20,45,0,0
2022,3,2,21,0,0,0
2022,3,2,21,15,0,0
2022,3,2,21,30,0,0
2022,3,2,21,45,0,0
2022,3,2,22,0,0,0
2022,3,2,22,15,0,0
2022,3,2,22,30,0,0
2022,3,2,22,45,0,0
2022,3,2,23,0,0,0
2022,3,2,23,15,0,0
2022,3,2,23,30,0,0
2022,3,2,23,45,0,0
2022,3,3,0,0,0,0
2022,3,3,0,15,0,0
2022,3,3,0,30,0,0
2022,3,3,0,45,0,0
2022,3,3,1,0,0,0
2022,3,3,1,15,0,0
2022,3,3,1,30,0,0
2022,3,3,1,45,0,0
2022,3,3,2,0,0,0
2022,3,3,2,15,0,0
2022,3,3,2,30,0,0
2022,3,3,2,45,0,0
2022,3,3,3,0,0,0
2022,3,3,3,15,0,0
2022,3,3,3,30,0,0
2022,3,3,3,45,0,0
2022,3,3,4,0,0,0
2022,3,3,4,15,0,0
2022,3,3,4,30,0,0
2022,3,3,4,45,0,0
2022,3,3,5,0,0,0
2022,3,3,5,15,0,0
2022,3,3,5,30,0,0
2022,3,3,5,45,0,0
2022,3,3,6,0,0,0
2022,3,3,6,15,0,0
2022,3,3,6,30,0,0
2022,3,3,6,45,4,13
2022,3,3,7,0,15,42
2022,3,3,7,15,19,83
2022,3,3,7,30,43,129
2022,3,3,7,45,111,178
2022,3,3,8,0,100,228
2022,3,3,8,15,130,277
2022,3,3,8,30,91,328
2022,3,3,8,45,171,376
2022,3,3,9,0,160,422
2022,3,3,9,15,227,467
2022,3,3,9,30,343,510
2022,3,3,9,45,229,551
2022,3,3,10,0,336,587
2022,3,3,10,15,295,621
2022,3,3,10,30,222,652
2022,3,3,10,45,290,676
2022,3,3,11,0,326,699
2022,3,3,11,15,341,719
2022,3,3,11,30,227,733
2022,3,3,11,45,281,743
2022,3,3,12,0,204,751
2022,3,3,12,15,287,752
2022,3,3,12,30,378,752
2022,3,3,12,45,296,743
2022,3,3,13,0,265,732
2022,3,3,13,15,130,719
2022,3,3,13,30,198,703
2022,3,3,13,45,199,683
2022,3,3,14,0,142,659
2022,3,3,14,15,52,629
2022,3,3,14,30,111,598
2022,3,3,14,45,96,565
2022,3,3,15,0,78,528
2022,3,3,15,15,26,488
2022,3,3,15,30,33,445
2022,3,3,15,45,80,401
2022,3,3,16,0,161,354
2022,3,3,16,15,129,306
2022,3,3,16,30,75,257
2022,3,3,16,45,54,208
2022,3,3,17,0,68,160
2022,3,3,17,15,17,113
2022,3,3,17,30,12,69
2022,3,3,17,45,11,32
2022,3,3,18,0,0,0
2022,3,3,18,15,0,0
2022,3,3,18,30,0,0
2022,3,3,18,45,0,0
2022,3,3,19,0,0,0
2022,3,3,19,15,0,0
2022,3,3,19,30,0,0
2022,3,3,19,45,0,0
2022,3,3,20,0,0,0
2022,3,3,20,15,0,0
2022,3,3,20,30,0,0
2022,3,3,20,45,0,0
2022,3,3,21,0,0,0
2022,3,3,21,15,0,0
2022,3,3,21,30,0,0
2022,3,3,21,45,0,0
2022,3,3,22,0,0,0
2022,3,3,22,15,0,0
2022,3,3,22,30,0,0
2022,3,3,22,45,0,0
2022,3,3,23,0,0,0
2022,3,3,23,15,0,0
2022,3,3,23,30,0,0
2022,3,3,23,45,0,0
2022,3,4,0,0,0,0
2022,3,4,0,15,0,0
2022,3,4,0,30,0,0
2022,3,4,0,45,0,0
2022,3,4,1,0,0,0
2022,3,4,1,15,0,0
2022,3,4,1,30,0,0
2022,3,4,1,45,0,0
2022,3,4,2,0,0,0
2022,3,4,2,15,0,0
2022,3,4,2,30,0,0
2022,3,4,2,45,0,0
2022,3,4,3,0,0,0
2022,3,4,3,15,0,0
2022,3,4,3,30,0,0
2022,3,4,3,45,0,0
2022,3,4,4,0,0,0
2022,3,4,4,15,0,0
2022,3,4,4,30,0,0
2022,3,4,4,45,0,0
2022,3,4,5,0,0,0
